Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,160094,-,b'Karnataka',b'India',12.98,77.59,5,931,5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Temperature,Wind Speed,Pressure,Solar Zenith Angle
2019,3,16,2,0,0,0,0,18.400000000000002,1.6,912,148.01
2019,3,16,3,0,0,0,0,17.6,1.3,912,133.79
2019,3,16,4,0,0,0,0,17,1.2000000000000002,912,119.29
2019,3,16,5,0,0,0,0,16.5,1.1,913,104.69
2019,3,16,6,0,0,0,0,18.6,1.9000000000000001,914,89.64
2019,3,16,7,0,203,509,75,23.1,3.4000000000000004,915,75.42
2019,3,16,8,0,466,737,108,27.200000000000003,4.4,915,60.95
2019,3,16,9,0,707,847,127,30,4.3,915,46.68
2019,3,16,10,0,897,903,139,32.300000000000004,4.2,914,32.910000000000004
2019,3,16,11,0,1019,940,140,34.1,4.1000000000000005,913,20.73
2019,3,16,12,0,1058,946,143,35.2,4.1000000000000005,912,14.81
2019,3,16,13,0,1011,932,142,35.6,4.1000000000000005,911,21.26
2019,3,16,14,0,888,903,135,35.4,4.1000000000000005,910,33.58
2019,3,16,15,0,694,841,125,34.5,4.2,910,47.39
2019,3,16,16,0,449,720,107,32.9,4.3,910,61.67
2019,3,16,17,0,186,473,73,30.1,3.4000000000000004,911,76.15
2019,3,16,18,0,0,0,0,27.400000000000002,3.6,912,90.27
2019,3,16,19,0,0,0,0,26.5,4.800000000000001,913,105.4
2019,3,16,20,0,0,0,0,25.200000000000003,4.7,914,119.99000000000001
2019,3,16,21,0,0,0,0,24,4.1000000000000005,914,134.46
2019,3,16,22,0,0,0,0,22.8,3.7,914,148.61
2019,3,16,23,0,0,0,0,21.5,3,913,161.65
2019,3,17,0,0,0,0,0,20.1,2.2,913,168.64000000000001
2019,3,17,1,0,0,0,0,18.8,1.5,912,160.96
2019,3,17,2,0,0,0,0,17.7,1.2000000000000002,912,147.79
2019,3,17,3,0,0,0,0,16.900000000000002,1,912,133.61
2019,3,17,4,0,0,0,0,16.2,1,912,119.12
2019,3,17,5,0,0,0,0,15.600000000000001,1,913,104.53
2019,3,17,6,0,0,0,0,17.6,1.6,914,89.5
2019,3,17,7,0,217,589,67,22,2.5,915,75.26
2019,3,17,8,0,488,805,95,26.400000000000002,2.7,915,60.78
2019,3,17,9,0,730,900,109,29.6,2.8000000000000003,915,46.480000000000004
2019,3,17,10,0,921,952,120,32.1,3,914,32.67
2019,3,17,11,0,1047,997,112,33.9,3.2,913,20.400000000000002
2019,3,17,12,0,1083,1001,113,35.1,3.4000000000000004,912,14.42
2019,3,17,13,0,1038,992,113,35.6,3.5,910,21.04
2019,3,17,14,0,901,931,125,35.5,3.5,910,33.47
2019,3,17,15,0,705,869,116,34.800000000000004,3.5,909,47.32
2019,3,17,16,0,460,760,99,33.4,3.5,910,61.64
2019,3,17,17,0,194,528,67,29.900000000000002,2.1,910,76.12
2019,3,17,18,0,0,0,0,26.6,1.9000000000000001,911,90.25
2019,3,17,19,0,0,0,0,25.8,2.5,912,105.38
2019,3,17,20,0,0,0,0,25,3.3000000000000003,912,119.96000000000001
2019,3,17,21,0,0,0,0,24,3.9000000000000004,913,134.41
2019,3,17,22,0,0,0,0,22.900000000000002,4,913,148.52
2019,3,17,23,0,0,0,0,21.8,3.8000000000000003,912,161.46
2019,3,18,0,0,0,0,0,20.700000000000003,3.4000000000000004,912,168.24
2019,3,18,1,0,0,0,0,19.6,3,911,160.66
2019,3,18,2,0,0,0,0,18.8,2.6,911,147.58
2019,3,18,3,0,0,0,0,18.2,2.2,911,133.43
2019,3,18,4,0,0,0,0,17.8,1.8,912,118.96000000000001
2019,3,18,5,0,0,0,0,17.7,1.8,913,104.37
2019,3,18,6,0,0,0,0,19,2.8000000000000003,914,89.36
2019,3,18,7,0,201,451,85,22.6,3.6,915,75.10000000000001
2019,3,18,8,0,458,682,123,26.400000000000002,3.4000000000000004,915,60.6
2019,3,18,9,0,696,798,144,29.400000000000002,2.7,915,46.28
2019,3,18,10,0,883,861,156,31.700000000000003,1.8,914,32.42
2019,3,18,11,0,1000,890,165,33.5,1.3,913,20.07
2019,3,18,12,0,1038,899,165,34.800000000000004,1.2000000000000002,912,14.02
2019,3,18,13,0,993,888,163,35.6,1.4000000000000001,911,20.82
2019,3,18,14,0,875,879,141,35.800000000000004,1.6,910,33.36
2019,3,18,15,0,684,815,130,35.300000000000004,1.9000000000000001,909,47.26
2019,3,18,16,0,441,678,118,34.2,2.1,909,61.6
2019,3,18,17,0,182,419,81,31.700000000000003,1.4000000000000001,910,76.10000000000001
2019,3,18,18,0,0,0,0,29.1,1.4000000000000001,910,90.24
2019,3,18,19,0,0,0,0,28,1.9000000000000001,911,105.37
2019,3,18,20,0,0,0,0,27.1,2.9000000000000004,912,119.93
2019,3,18,21,0,0,0,0,25.900000000000002,3.9000000000000004,913,134.36
2019,3,18,22,0,0,0,0,24.3,4.9,913,148.43
2019,3,18,23,0,0,0,0,22.6,4.800000000000001,913,161.26
2019,3,19,0,0,0,0,0,21.400000000000002,4.1000000000000005,912,167.85
2019,3,19,1,0,0,0,0,20.5,3.4000000000000004,911,160.36
2019,3,19,2,0,0,0,0,20,3.1,911,147.35
2019,3,19,3,0,0,0,0,19.5,2.8000000000000003,911,133.24
2019,3,19,4,0,0,0,0,19.1,2.6,911,118.79
2019,3,19,5,0,0,0,0,18.8,2.3000000000000003,911,104.21000000000001
2019,3,19,6,0,0,0,0,19.8,3.1,912,89.22
2019,3,19,7,0,204,475,81,23.400000000000002,3.9000000000000004,913,74.93
2019,3,19,8,0,462,700,116,27.200000000000003,3.8000000000000003,913,60.43
2019,3,19,9,0,697,808,136,30.3,3.1,913,46.08
2019,3,19,10,0,882,862,153,32.7,2.3000000000000003,912,32.18
2019,3,19,11,0,1001,906,148,34.4,1.6,911,19.740000000000002
2019,3,19,12,0,1037,910,153,35.5,1.2000000000000002,909,13.63
2019,3,19,13,0,989,893,153,36.1,1,908,20.61
2019,3,19,14,0,853,810,176,36.2,1,907,33.25
2019,3,19,15,0,660,716,174,35.7,1.2000000000000002,907,47.21
2019,3,19,16,0,420,551,157,34.4,1.4000000000000001,907,61.57
2019,3,19,17,0,170,289,100,32.7,1.1,908,76.08
2019,3,19,18,0,0,0,0,31.1,1,908,90.23
2019,3,19,19,0,0,0,0,30.6,1.5,909,105.35000000000001
2019,3,19,20,0,0,0,0,30.1,2.4000000000000004,910,119.9
2019,3,19,21,0,0,0,0,29.1,3.6,911,134.31
2019,3,19,22,0,0,0,0,27.5,4.5,911,148.34
2019,3,19,23,0,0,0,0,25.5,4.9,911,161.05
2019,3,20,0,0,0,0,0,23.8,4.5,910,167.45000000000002
2019,3,20,1,0,0,0,0,22.8,3.9000000000000004,910,160.05
2019,3,20,2,0,0,0,0,22.1,3.3000000000000003,909,147.13
2019,3,20,3,0,0,0,0,21.6,3.1,909,133.05
2019,3,20,4,0,0,0,0,21.200000000000003,2.8000000000000003,910,118.62
2019,3,20,5,0,0,0,0,20.700000000000003,2.5,910,104.05
2019,3,20,6,0,0,0,0,21.6,3.5,911,89.08
2019,3,20,7,0,196,381,96,24.5,4.5,912,74.77
2019,3,20,8,0,447,608,145,27.700000000000003,4.4,913,60.25
2019,3,20,9,0,680,730,172,30.400000000000002,4.1000000000000005,913,45.89
2019,3,20,10,0,866,801,186,32.6,3.7,912,31.94
2019,3,20,11,0,985,840,193,34.2,3.4000000000000004,911,19.41
2019,3,20,12,0,1022,848,196,35.1,3.2,910,13.24
2019,3,20,13,0,979,842,189,35.5,2.9000000000000004,909,20.400000000000002
2019,3,20,14,0,857,810,178,35.6,2.8000000000000003,908,33.15
2019,3,20,15,0,666,738,164,35.1,2.8000000000000003,908,47.15
2019,3,20,16,0,429,607,140,33.800000000000004,2.9000000000000004,908,61.54
2019,3,20,17,0,176,358,90,31.700000000000003,2.2,908,76.06
2019,3,20,18,0,0,0,0,29.8,2.1,909,90.22
2019,3,20,19,0,0,0,0,29.1,3.2,910,105.33
2019,3,20,20,0,0,0,0,28,3.8000000000000003,911,119.87
2019,3,20,21,0,0,0,0,26.700000000000003,4,911,134.26
2019,3,20,22,0,0,0,0,25.1,4,912,148.24
2019,3,20,23,0,0,0,0,23.700000000000003,4.6000000000000005,911,160.84
2019,3,21,0,0,0,0,0,22.6,4.1000000000000005,911,167.05
2019,3,21,1,0,0,0,0,21.900000000000002,3.9000000000000004,910,159.74
2019,3,21,2,0,0,0,0,21.3,3.2,910,146.9
2019,3,21,3,0,0,0,0,20.700000000000003,2.5,910,132.86
2019,3,21,4,0,0,0,0,20,1.8,910,118.45
2019,3,21,5,0,0,0,0,19.400000000000002,1.3,911,103.89
2019,3,21,6,0,7,16,7,20.8,2.4000000000000004,912,88.93
2019,3,21,7,0,202,415,92,24.1,3.4000000000000004,913,74.61
2019,3,21,8,0,457,639,139,27.6,3.3000000000000003,914,60.08
2019,3,21,9,0,694,756,166,30.400000000000002,2.6,914,45.69
2019,3,21,10,0,878,818,182,32.5,1.9000000000000001,913,31.71
2019,3,21,11,0,1007,896,161,34.2,1.5,912,19.09
2019,3,21,12,0,1047,908,162,35.300000000000004,1.3,911,12.85
2019,3,21,13,0,1002,902,155,35.9,1.2000000000000002,910,20.2
2019,3,21,14,0,869,833,171,35.9,1.2000000000000002,909,33.06
2019,3,21,15,0,677,765,157,35.4,1.4000000000000001,908,47.1
2019,3,21,16,0,435,634,133,34.300000000000004,1.7000000000000002,909,61.51
2019,3,21,17,0,179,371,90,31.8,1.2000000000000002,909,76.04
2019,3,21,18,0,0,0,0,29.6,1.4000000000000001,910,90.2
2019,3,21,19,0,0,0,0,29,2.3000000000000003,911,105.31
2019,3,21,20,0,0,0,0,28.1,3.4000000000000004,912,119.84
2019,3,21,21,0,0,0,0,26.700000000000003,4,913,134.21
2019,3,21,22,0,0,0,0,25,3.6,913,148.13
2019,3,21,23,0,0,0,0,23.400000000000002,3.5,913,160.62
2019,3,22,0,0,0,0,0,22.1,3.3000000000000003,912,166.65
2019,3,22,1,0,0,0,0,21.1,2.9000000000000004,912,159.42000000000002
2019,3,22,2,0,0,0,0,20.400000000000002,2.6,911,146.67000000000002
2019,3,22,3,0,0,0,0,19.8,2.3000000000000003,911,132.67000000000002
2019,3,22,4,0,0,0,0,19.200000000000003,1.9000000000000001,912,118.27
2019,3,22,5,0,0,0,0,18.7,1.5,913,103.72
2019,3,22,6,0,9,28,9,20,2.4000000000000004,914,88.78
2019,3,22,7,0,212,472,85,23.700000000000003,3.1,914,74.44
2019,3,22,8,0,469,689,124,27.700000000000003,2.9000000000000004,915,59.9
2019,3,22,9,0,705,796,147,30.900000000000002,2.2,915,45.5
2019,3,22,10,0,889,854,161,33.300000000000004,1.6,914,31.470000000000002
2019,3,22,11,0,1007,889,165,35,1.3,913,18.77
2019,3,22,12,0,1043,900,164,36.1,1.2000000000000002,911,12.46
2019,3,22,13,0,995,886,162,36.6,1.2000000000000002,910,20.01
2019,3,22,14,0,863,819,176,36.6,1.3,909,32.97
2019,3,22,15,0,671,746,163,36.2,1.5,909,47.050000000000004
2019,3,22,16,0,430,597,145,35.1,1.7000000000000002,909,61.480000000000004
2019,3,22,17,0,175,335,94,32.9,1.2000000000000002,909,76.02
2019,3,22,18,0,0,0,0,30.6,1.1,910,90.19
2019,3,22,19,0,0,0,0,29.8,1.7000000000000002,911,105.29
2019,3,22,20,0,0,0,0,28.900000000000002,2.5,911,119.81
2019,3,22,21,0,0,0,0,27.400000000000002,2.8000000000000003,912,134.15
2019,3,22,22,0,0,0,0,26.1,3.1,912,148.03
2019,3,22,23,0,0,0,0,24.700000000000003,3.1,912,160.4
2019,3,23,0,0,0,0,0,23.400000000000002,2.6,912,166.25
2019,3,23,1,0,0,0,0,22.3,2.1,911,159.11
2019,3,23,2,0,0,0,0,21.6,2.1,911,146.43
2019,3,23,3,0,0,0,0,20.900000000000002,2.3000000000000003,911,132.47
2019,3,23,4,0,0,0,0,20.400000000000002,2.5,912,118.10000000000001
2019,3,23,5,0,0,0,0,20.1,2.6,912,103.56
2019,3,23,6,0,8,13,8,21,3.1,913,88.64
2019,3,23,7,0,203,373,102,24,3.3000000000000003,914,74.28
2019,3,23,8,0,455,594,155,28.400000000000002,2.7,914,59.730000000000004
2019,3,23,9,0,686,707,188,31.700000000000003,1.9000000000000001,914,45.31
2019,3,23,10,0,866,765,212,34,1.3,913,31.240000000000002
2019,3,23,11,0,995,854,185,35.6,0.8,912,18.45
2019,3,23,12,0,1031,860,189,36.6,0.6000000000000001,910,12.07
2019,3,23,13,0,984,853,182,37.2,0.6000000000000001,909,19.82
2019,3,23,14,0,856,799,185,37.300000000000004,0.6000000000000001,908,32.88
2019,3,23,15,0,663,708,180,36.800000000000004,0.9,908,47.01
2019,3,23,16,0,423,553,159,35.6,1.3,908,61.46
2019,3,23,17,0,171,286,102,33.6,1,908,76
2019,3,23,18,0,0,0,0,31.700000000000003,1,909,90.18
2019,3,23,19,0,0,0,0,31.200000000000003,1.5,910,105.27
2019,3,23,20,0,0,0,0,30.6,2.3000000000000003,911,119.78
2019,3,23,21,0,0,0,0,29.700000000000003,3.3000000000000003,912,134.09
2019,3,23,22,0,0,0,0,28.1,4.5,912,147.92000000000002
2019,3,23,23,0,0,0,0,26.3,4.6000000000000005,912,160.17000000000002
2019,3,24,0,0,0,0,0,25,4.1000000000000005,911,165.85
2019,3,24,1,0,0,0,0,24.1,3.6,911,158.79
2019,3,24,2,0,0,0,0,23.400000000000002,3.2,911,146.20000000000002
2019,3,24,3,0,0,0,0,22.900000000000002,2.8000000000000003,911,132.28
2019,3,24,4,0,0,0,0,22.200000000000003,1.9000000000000001,911,117.92
2019,3,24,5,0,0,0,0,21.900000000000002,1.6,912,103.39
2019,3,24,6,0,10,19,9,23,2.4000000000000004,912,88.49
2019,3,24,7,0,210,415,97,26.6,3,913,74.12
2019,3,24,8,0,465,634,144,30.200000000000003,2.7,913,59.56
2019,3,24,9,0,699,749,170,32.9,2.2,913,45.12
2019,3,24,10,0,883,812,186,35,2.2,912,31.02
2019,3,24,11,0,1006,875,175,36.5,2.4000000000000004,911,18.13
2019,3,24,12,0,1043,888,174,37.5,2.7,910,11.69
2019,3,24,13,0,997,878,171,38.1,3,908,19.64
2019,3,24,14,0,731,439,362,37.9,3.3000000000000003,907,32.8
2019,3,24,15,0,628,597,221,37.300000000000004,3.6,907,46.97
2019,3,24,16,0,424,555,158,36,3.9000000000000004,907,61.43
2019,3,24,17,0,171,299,99,33.6,3.1,908,75.99
2019,3,24,18,0,0,0,0,31,2.5,908,90.16
2019,3,24,19,0,0,0,0,29.900000000000002,3.4000000000000004,910,105.25
2019,3,24,20,0,0,0,0,28.6,3.8000000000000003,911,119.74000000000001
2019,3,24,21,0,0,0,0,27.3,3.8000000000000003,911,134.03
2019,3,24,22,0,0,0,0,26,3.6,911,147.81
2019,3,24,23,0,0,0,0,24.700000000000003,3.2,911,159.94
2019,3,25,0,0,0,0,0,23.5,2.6,910,165.46
2019,3,25,1,0,0,0,0,22.6,2.2,910,158.47
2019,3,25,2,0,0,0,0,21.8,2,909,145.96
2019,3,25,3,0,0,0,0,21.1,1.9000000000000001,910,132.08
2019,3,25,4,0,0,0,0,20.5,1.6,910,117.74000000000001
2019,3,25,5,0,0,0,0,20.200000000000003,1.6,911,103.22
2019,3,25,6,0,10,18,10,21.8,2.6,912,88.34
2019,3,25,7,0,210,384,104,25.400000000000002,3.4000000000000004,913,73.95
2019,3,25,8,0,465,613,153,29.200000000000003,3.7,913,59.39
2019,3,25,9,0,701,736,179,32.2,3.7,913,44.93
2019,3,25,10,0,887,805,195,34.4,3.6,912,30.79
2019,3,25,11,0,1009,867,184,36.1,3.5,911,17.82
2019,3,25,12,0,1046,876,186,37.1,3.5,910,11.3
2019,3,25,13,0,998,864,184,37.6,3.6,909,19.47
2019,3,25,14,0,876,844,166,37.6,3.7,908,32.730000000000004
2019,3,25,15,0,680,771,154,36.9,3.9000000000000004,908,46.93
2019,3,25,16,0,439,643,131,35.5,4.1000000000000005,908,61.410000000000004
2019,3,25,17,0,181,390,86,32.9,3.2,909,75.97
2019,3,25,18,0,0,0,0,29.900000000000002,3,910,90.15
2019,3,25,19,0,0,0,0,29,4.2,911,105.22
2019,3,25,20,0,0,0,0,27.6,4.3,912,119.71000000000001
2019,3,25,21,0,0,0,0,26.400000000000002,4.1000000000000005,912,133.97
2019,3,25,22,0,0,0,0,25.3,3.9000000000000004,912,147.69
2019,3,25,23,0,0,0,0,24,3.1,912,159.70000000000002
2019,3,26,0,0,0,0,0,22.900000000000002,2.2,911,165.06
2019,3,26,1,0,0,0,0,22.1,1.8,911,158.14000000000001
2019,3,26,2,0,0,0,0,21.5,1.7000000000000002,911,145.71
2019,3,26,3,0,0,0,0,20.900000000000002,1.5,911,131.88
2019,3,26,4,0,0,0,0,20.400000000000002,1.4000000000000001,911,117.57000000000001
2019,3,26,5,0,0,0,0,19.8,1.4000000000000001,912,103.06
2019,3,26,6,0,11,19,11,21.700000000000003,2.5,913,88.19
2019,3,26,7,0,212,373,108,25.3,3.5,913,73.79
2019,3,26,8,0,466,593,162,28.8,3.7,914,59.22
2019,3,26,9,0,699,715,192,31.6,3.7,914,44.75
2019,3,26,10,0,883,784,208,33.800000000000004,3.7,913,30.57
2019,3,26,11,0,1023,915,151,35.4,3.8000000000000003,912,17.51
2019,3,26,12,0,1055,911,160,36.4,3.8000000000000003,911,10.92
2019,3,26,13,0,1006,896,160,36.9,3.8000000000000003,910,19.3
2019,3,26,14,0,871,826,175,36.800000000000004,3.9000000000000004,910,32.65
2019,3,26,15,0,675,748,164,36.1,4.1000000000000005,909,46.9
2019,3,26,16,0,433,612,140,34.6,4.3,910,61.39
2019,3,26,17,0,178,362,90,32.2,3.4000000000000004,910,75.96000000000001
2019,3,26,18,0,0,0,0,29.3,2.9000000000000004,911,90.14
2019,3,26,19,0,0,0,0,28.400000000000002,3.8000000000000003,912,105.2
2019,3,26,20,0,0,0,0,27.400000000000002,3.9000000000000004,913,119.67
2019,3,26,21,0,0,0,0,26.400000000000002,3.7,914,133.91
2019,3,26,22,0,0,0,0,25.3,3.6,914,147.57
2019,3,26,23,0,0,0,0,24.1,3.1,913,159.46
2019,3,27,0,0,0,0,0,22.8,2.2,913,164.66
2019,3,27,1,0,0,0,0,21.8,1.6,912,157.82
2019,3,27,2,0,0,0,0,21.1,1.4000000000000001,912,145.47
2019,3,27,3,0,0,0,0,20.6,1.3,912,131.67000000000002
2019,3,27,4,0,0,0,0,20.200000000000003,1.2000000000000002,913,117.39
2019,3,27,5,0,0,0,0,19.900000000000002,1.1,914,102.89
2019,3,27,6,0,12,16,12,21.700000000000003,1.9000000000000001,915,88.04
2019,3,27,7,0,216,398,104,25.1,2.5,915,73.63
2019,3,27,8,0,473,629,149,28.8,2.3000000000000003,916,59.06
2019,3,27,9,0,711,756,173,31.900000000000002,2.6,915,44.56
2019,3,27,10,0,896,823,186,34.300000000000004,3.1,915,30.35
2019,3,27,11,0,1018,875,182,36,3.5,913,17.21
2019,3,27,12,0,1054,879,190,37.1,3.9000000000000004,912,10.540000000000001
2019,3,27,13,0,1003,863,188,37.6,4.1000000000000005,911,19.14
2019,3,27,14,0,875,823,182,37.6,4.3,910,32.59
2019,3,27,15,0,679,749,167,36.9,4.4,910,46.86
2019,3,27,16,0,438,620,141,35.5,4.4,910,61.370000000000005
2019,3,27,17,0,180,365,91,32.6,3.2,911,75.95
2019,3,27,18,0,0,0,0,29.200000000000003,2.8000000000000003,912,90.12
2019,3,27,19,0,0,0,0,28.3,3.7,913,105.18
2019,3,27,20,0,0,0,0,27.1,4.1000000000000005,914,119.63
2019,3,27,21,0,0,0,0,25.900000000000002,4.2,914,133.84
2019,3,27,22,0,0,0,0,24.8,4,914,147.44
2019,3,27,23,0,0,0,0,23.700000000000003,3.7,914,159.22
2019,3,28,0,0,0,0,0,22.5,3.2,913,164.27
2019,3,28,1,0,0,0,0,21.5,2.7,912,157.49
2019,3,28,2,0,0,0,0,20.700000000000003,2.2,912,145.22
2019,3,28,3,0,0,0,0,20,1.9000000000000001,912,131.47
2019,3,28,4,0,0,0,0,19.400000000000002,1.7000000000000002,913,117.2
2019,3,28,5,0,0,0,0,18.900000000000002,1.5,914,102.72
2019,3,28,6,0,12,12,12,20.6,2.4000000000000004,914,87.89
2019,3,28,7,0,215,372,109,24.1,2.3000000000000003,915,73.47
2019,3,28,8,0,471,599,161,28.900000000000002,1.2000000000000002,915,58.89
2019,3,28,9,0,706,721,191,32.800000000000004,2,915,44.38
2019,3,28,10,0,892,789,209,35.2,2.9000000000000004,914,30.14
2019,3,28,11,0,1024,892,171,37,3.5,912,16.91
2019,3,28,12,0,1058,897,175,38.1,3.9000000000000004,911,10.16
2019,3,28,13,0,1009,884,173,38.7,4.3,910,18.990000000000002
2019,3,28,14,0,877,833,175,38.6,4.6000000000000005,909,32.52
2019,3,28,15,0,683,765,159,37.800000000000004,4.6000000000000005,908,46.83
2019,3,28,16,0,439,638,133,36.4,4.5,908,61.36
2019,3,28,17,0,181,387,87,33.4,3,909,75.93
2019,3,28,18,0,0,0,0,29.900000000000002,2.3000000000000003,910,90.11
2019,3,28,19,0,0,0,0,28.8,2.9000000000000004,911,105.16
2019,3,28,20,0,0,0,0,27.6,3.5,912,119.59
2019,3,28,21,0,0,0,0,26.5,3.9000000000000004,913,133.77
2019,3,28,22,0,0,0,0,25.400000000000002,3.8000000000000003,913,147.32
2019,3,28,23,0,0,0,0,24.200000000000003,3,912,158.97
2019,3,29,0,0,0,0,0,23.200000000000003,2.3000000000000003,911,163.87
2019,3,29,1,0,0,0,0,22.5,2,911,157.16
2019,3,29,2,0,0,0,0,21.8,1.9000000000000001,910,144.97
2019,3,29,3,0,0,0,0,21,1.7000000000000002,910,131.26
2019,3,29,4,0,0,0,0,20.400000000000002,1.6,911,117.02
2019,3,29,5,0,0,0,0,19.900000000000002,1.5,911,102.56
2019,3,29,6,0,15,25,14,22.3,2.3000000000000003,912,87.74
2019,3,29,7,0,224,421,103,26.400000000000002,2.8000000000000003,912,73.31
2019,3,29,8,0,479,626,154,30.400000000000002,2.2,913,58.730000000000004
2019,3,29,9,0,709,729,186,33.300000000000004,0.9,912,44.21
2019,3,29,10,0,890,790,206,35.6,0.9,912,29.93
2019,3,29,11,0,1017,874,179,37.1,1.4000000000000001,911,16.61
2019,3,29,12,0,1047,879,182,38.1,1.7000000000000002,909,9.78
2019,3,29,13,0,999,865,180,38.5,1.8,908,18.84
2019,3,29,14,0,858,778,202,38.5,2.1,907,32.46
2019,3,29,15,0,662,690,190,37.9,2.6,907,46.81
2019,3,29,16,0,423,544,162,36.6,3,907,61.34
2019,3,29,17,0,171,285,102,33.800000000000004,2,907,75.92
2019,3,29,18,0,0,0,0,31,1.6,908,90.10000000000001
2019,3,29,19,0,0,0,0,30.1,2,909,105.13
2019,3,29,20,0,0,0,0,29.200000000000003,2.7,910,119.55
2019,3,29,21,0,0,0,0,28.3,3.1,911,133.7
2019,3,29,22,0,0,0,0,27,3.5,912,147.18
2019,3,29,23,0,0,0,0,25.6,3.6,911,158.71
2019,3,30,0,0,0,0,0,24.400000000000002,3.3000000000000003,911,163.48
2019,3,30,1,0,0,0,0,23.5,3,910,156.83
2019,3,30,2,0,0,0,0,22.8,2.8000000000000003,910,144.72
2019,3,30,3,0,0,0,0,22.1,2.6,910,131.06
2019,3,30,4,0,0,0,0,21.5,2.3000000000000003,910,116.84
2019,3,30,5,0,0,0,0,21,1.9000000000000001,911,102.39
2019,3,30,6,0,13,18,13,22.700000000000003,2.9000000000000004,911,87.59
2019,3,30,7,0,216,348,115,26.6,3.9000000000000004,912,73.16
2019,3,30,8,0,468,568,172,30,3.8000000000000003,913,58.57
2019,3,30,9,0,700,693,202,32.5,3,912,44.03
2019,3,30,10,0,884,768,218,34.6,2.5,912,29.73
2019,3,30,11,0,1005,836,202,36.2,2.3000000000000003,911,16.32
2019,3,30,12,0,1036,838,210,37.300000000000004,2.3000000000000003,909,9.4
2019,3,30,13,0,985,819,210,37.7,2.4000000000000004,908,18.71
2019,3,30,14,0,857,780,199,37.7,2.5,908,32.410000000000004
2019,3,30,15,0,664,704,182,37.2,2.7,907,46.78
2019,3,30,16,0,426,564,155,36,2.9000000000000004,908,61.33
2019,3,30,17,0,172,302,99,33.1,1.7000000000000002,908,75.91
2019,3,30,18,0,0,0,0,30.200000000000003,1.5,909,90.09
2019,3,30,19,0,0,0,0,29.400000000000002,2,910,105.11
2019,3,30,20,0,0,0,0,28.400000000000002,2.5,911,119.51
2019,3,30,21,0,0,0,0,27.1,2.9000000000000004,911,133.62
2019,3,30,22,0,0,0,0,26.1,3.2,912,147.05
2019,3,30,23,0,0,0,0,25.3,3.6,911,158.46
2019,3,31,0,0,0,0,0,24.6,3.7,911,163.08
2019,3,31,1,0,0,0,0,23.6,2.9000000000000004,911,156.5
2019,3,31,2,0,0,0,0,22.700000000000003,2.2,911,144.47
2019,3,31,3,0,0,0,0,22,1.9000000000000001,911,130.85
2019,3,31,4,0,0,0,0,21.400000000000002,1.5,911,116.66
2019,3,31,5,0,0,0,0,21,1.3,912,102.22
2019,3,31,6,0,18,37,16,23,2.1,912,87.43
2019,3,31,7,0,229,441,101,26.8,2.8000000000000003,913,73
2019,3,31,8,0,486,657,141,29.900000000000002,2.7,913,58.410000000000004
2019,3,31,9,0,720,775,162,32.6,2,913,43.86
2019,3,31,10,0,903,839,173,34.7,1.4000000000000001,912,29.52
2019,3,31,11,0,1026,903,158,36.4,1.4000000000000001,911,16.04
2019,3,31,12,0,1055,903,163,37.5,1.7000000000000002,910,9.03
2019,3,31,13,0,1004,887,163,38,1.9000000000000001,909,18.580000000000002
2019,3,31,14,0,707,379,387,37.9,2.1,908,32.36
2019,3,31,15,0,629,595,221,37.300000000000004,2.4000000000000004,908,46.76
2019,3,31,16,0,434,616,138,36.1,2.5,908,61.32
2019,3,31,17,0,178,361,90,33.7,1.7000000000000002,908,75.9
2019,3,31,18,0,0,0,0,30.6,1.3,909,90.07000000000001
2019,3,31,19,0,0,0,0,29.700000000000003,1.7000000000000002,910,105.08
2019,3,31,20,0,0,0,0,28.8,2.1,911,119.46000000000001
2019,3,31,21,0,0,0,0,28,2.6,911,133.54
2019,3,31,22,0,0,0,0,27,2.9000000000000004,911,146.91
2019,3,31,23,0,0,0,0,25.8,2.7,911,158.20000000000002
2019,4,1,0,0,0,0,0,24.900000000000002,2.6,911,162.69
2019,4,1,1,0,0,0,0,24.3,2.5,910,156.17000000000002
2019,4,1,2,0,0,0,0,23.900000000000002,2.6,910,144.22
2019,4,1,3,0,0,0,0,23.3,2.2,910,130.64000000000001
